subj,task,run,abs_mean,rel_mean
150726,EMOTION,LR,0.113103,0.088172
151223,EMOTION,LR,0.264308,0.104799
151526,EMOTION,LR,0.437285,0.114951
151627,EMOTION,LR,0.137272,0.064045
151728,EMOTION,LR,0.351071,0.164652
153833,EMOTION,LR,0.543982,0.141503
154734,EMOTION,LR,0.214716,0.076832
154835,EMOTION,LR,0.148658,0.105829
154936,EMOTION,LR,0.597182,0.099809
155231,EMOTION,LR,0.190236,0.082052
156233,EMOTION,LR,0.823727,0.192240
156637,EMOTION,LR,0.173202,0.190869
157437,EMOTION,LR,0.300257,0.057509
158136,EMOTION,LR,0.222839,0.093793
159138,EMOTION,LR,0.260219,0.079905
159239,EMOTION,LR,0.143965,0.073076
159340,EMOTION,LR,0.123984,0.143552
159441,EMOTION,LR,0.441979,0.108866
160830,EMOTION,LR,0.431416,0.075264
161630,EMOTION,LR,0.196367,0.122940
162228,EMOTION,LR,0.221940,0.057920
162733,EMOTION,LR,0.196953,0.123207
163331,EMOTION,LR,0.181050,0.183170
163432,EMOTION,LR,0.184712,0.098974
164030,EMOTION,LR,0.243531,0.044263
164131,EMOTION,LR,0.410701,0.111472
164939,EMOTION,LR,0.380930,0.128628
167036,EMOTION,LR,0.731715,0.059526
167743,EMOTION,LR,0.309261,0.160894
168139,EMOTION,LR,0.528389,0.079574
168341,EMOTION,LR,0.242932,0.051493
169444,EMOTION,LR,0.179443,0.058725
170934,EMOTION,LR,0.208969,0.094335
172029,EMOTION,LR,0.356681,0.071950
172332,EMOTION,LR,0.318634,0.076906
172534,EMOTION,LR,0.085958,0.068370
172938,EMOTION,LR,0.100772,0.097414
173435,EMOTION,LR,0.399695,0.039968
173940,EMOTION,LR,0.183809,0.055092
176542,EMOTION,LR,0.155027,0.053857
177645,EMOTION,LR,0.166404,0.054897
178142,EMOTION,LR,0.202880,0.070798
178849,EMOTION,LR,0.215642,0.076817
178950,EMOTION,LR,0.100995,0.068256
180129,EMOTION,LR,1.124620,0.121172
180432,EMOTION,LR,0.329541,0.056510
181232,EMOTION,LR,0.720426,0.054648
182739,EMOTION,LR,0.172050,0.068634
185442,EMOTION,LR,0.068836,0.058275
186141,EMOTION,LR,0.185155,0.133163
187143,EMOTION,LR,0.226371,0.092153
189349,EMOTION,LR,0.089328,0.051623
189450,EMOTION,LR,0.430621,0.078996
190031,EMOTION,LR,0.216717,0.082534
191033,EMOTION,LR,0.379622,0.061331
192540,EMOTION,LR,0.383299,0.072007
195041,EMOTION,LR,0.144789,0.111051
196750,EMOTION,LR,1.259610,0.160772
197550,EMOTION,LR,0.115470,0.103944
198451,EMOTION,LR,0.313532,0.071808
198855,EMOTION,LR,0.147993,0.049151
199655,EMOTION,LR,0.088822,0.061914
199958,EMOTION,LR,0.130365,0.086766
200614,EMOTION,LR,0.355775,0.101857
201818,EMOTION,LR,0.050056,0.050704
203418,EMOTION,LR,0.164981,0.096688
204016,EMOTION,LR,0.410386,0.091740
208226,EMOTION,LR,0.249719,0.073769
210011,EMOTION,LR,0.186823,0.033086
212217,EMOTION,LR,0.169659,0.120454
212318,EMOTION,LR,0.250776,0.125615
214423,EMOTION,LR,0.321293,0.082135
231928,EMOTION,LR,0.218148,0.071351
239944,EMOTION,LR,0.177252,0.041852
245333,EMOTION,LR,0.385249,0.058251
285446,EMOTION,LR,0.246489,0.053265
290136,EMOTION,LR,0.221815,0.104463
304020,EMOTION,LR,0.281994,0.108843
308331,EMOTION,LR,3.376950,0.128339
310621,EMOTION,LR,0.129037,0.070762
316633,EMOTION,LR,0.331423,0.058461
361941,EMOTION,LR,0.203556,0.074130
397760,EMOTION,LR,0.129760,0.102013
414229,EMOTION,LR,0.074208,0.060585
465852,EMOTION,LR,0.731386,0.091687
480141,EMOTION,LR,0.112996,0.083688
486759,EMOTION,LR,0.100945,0.078580
547046,EMOTION,LR,0.103440,0.073635
552544,EMOTION,LR,0.109949,0.056003
592455,EMOTION,LR,0.214515,0.144391
622236,EMOTION,LR,0.134267,0.064865
679568,EMOTION,LR,0.200935,0.081292
715041,EMOTION,LR,0.250194,0.061736
749361,EMOTION,LR,0.150392,0.085255
753251,EMOTION,LR,0.657788,0.092829
771354,EMOTION,LR,0.404303,0.072348
782561,EMOTION,LR,0.151574,0.064019
837560,EMOTION,LR,0.070637,0.046663
845458,EMOTION,LR,0.165732,0.088212
849971,EMOTION,LR,0.169151,0.069823
871964,EMOTION,LR,0.331803,0.064140
100307,SOCIAL,RL,0.329401,0.063866
100408,SOCIAL,RL,0.254962,0.091231
101006,SOCIAL,RL,0.372105,0.069207
101107,SOCIAL,RL,0.387516,0.101547
101309,SOCIAL,RL,0.259785,0.047482
101410,SOCIAL,RL,0.222863,0.081655
101915,SOCIAL,RL,0.568161,0.070233
102008,SOCIAL,RL,0.203479,0.133573
102311,SOCIAL,RL,0.636207,0.073913
102816,SOCIAL,RL,0.274197,0.120349
103111,SOCIAL,RL,0.366186,0.100062
103515,SOCIAL,RL,0.245269,0.115868
103818,SOCIAL,RL,0.251918,0.098490
105014,SOCIAL,RL,0.158862,0.068742
105115,SOCIAL,RL,0.229769,0.059500
105216,SOCIAL,RL,0.321650,0.056685
106016,SOCIAL,RL,0.674961,0.071726
106521,SOCIAL,RL,0.322782,0.056868
107321,SOCIAL,RL,0.099964,0.049031
107422,SOCIAL,RL,0.132480,0.058422
108121,SOCIAL,RL,0.418937,0.166186
108323,SOCIAL,RL,0.382967,0.062611
108525,SOCIAL,RL,0.493571,0.085510
108828,SOCIAL,RL,0.258152,0.087825
109123,SOCIAL,RL,0.281853,0.095417
109325,SOCIAL,RL,0.308147,0.102936
110411,SOCIAL,RL,0.273583,0.053987
111312,SOCIAL,RL,0.638613,0.069209
111413,SOCIAL,RL,0.670432,0.090077
111716,SOCIAL,RL,0.518310,0.082709
113215,SOCIAL,RL,0.114698,0.056917
113922,SOCIAL,RL,0.200672,0.063869
114419,SOCIAL,RL,0.640921,0.104509
114924,SOCIAL,RL,0.542712,0.204574
115320,SOCIAL,RL,0.148851,0.126507
116524,SOCIAL,RL,0.869265,0.135173
117122,SOCIAL,RL,0.369710,0.071197
117324,SOCIAL,RL,0.224011,0.043750
118528,SOCIAL,RL,0.139322,0.060293
118730,SOCIAL,RL,0.259442,0.083085
118932,SOCIAL,RL,0.416262,0.074605
119833,SOCIAL,RL,0.239062,0.105301
120212,SOCIAL,RL,0.360697,0.106440
120515,SOCIAL,RL,0.155079,0.105764
121618,SOCIAL,RL,0.360184,0.054422
122317,SOCIAL,RL,0.188067,0.056343
122620,SOCIAL,RL,0.306176,0.053004
123117,SOCIAL,RL,0.215010,0.126059
123420,SOCIAL,RL,0.701763,0.095043
123925,SOCIAL,RL,0.572679,0.087537
124220,SOCIAL,RL,0.312473,0.194796
125525,SOCIAL,RL,0.306224,0.091788
126325,SOCIAL,RL,0.617455,0.088096
126628,SOCIAL,RL,0.306437,0.102016
127630,SOCIAL,RL,0.654912,0.094331
127933,SOCIAL,RL,0.094743,0.050841
128127,SOCIAL,RL,0.116167,0.049247
128632,SOCIAL,RL,0.204754,0.078826
129028,SOCIAL,RL,0.070716,0.052747
130013,SOCIAL,RL,0.258657,0.095905
130316,SOCIAL,RL,0.786362,0.118747
131217,SOCIAL,RL,0.262130,0.076918
131722,SOCIAL,RL,0.568835,0.068184
133019,SOCIAL,RL,0.297380,0.060278
133827,SOCIAL,RL,0.268441,0.087641
133928,SOCIAL,RL,0.273787,0.056688
134324,SOCIAL,RL,0.834144,0.074409
135225,SOCIAL,RL,0.372670,0.076289
135528,SOCIAL,RL,0.247241,0.086700
136227,SOCIAL,RL,0.128333,0.069094
136833,SOCIAL,RL,0.360415,0.083114
137027,SOCIAL,RL,0.085498,0.064856
138534,SOCIAL,RL,0.168841,0.068675
139233,SOCIAL,RL,0.191230,0.118761
139637,SOCIAL,RL,0.125967,0.054382
140925,SOCIAL,RL,0.575169,0.169767
144832,SOCIAL,RL,0.321504,0.074482
146432,SOCIAL,RL,0.115928,0.099876
147030,SOCIAL,RL,0.493924,0.242183
147737,SOCIAL,RL,0.163560,0.095722
148335,SOCIAL,RL,0.339337,0.131371
148840,SOCIAL,RL,0.440016,0.058576
148941,SOCIAL,RL,0.353998,0.051150
149741,SOCIAL,RL,0.399473,0.124801
150423,SOCIAL,RL,0.164569,0.053862
150726,SOCIAL,RL,0.139104,0.082752
151223,SOCIAL,RL,0.670739,0.103872
151526,SOCIAL,RL,0.538995,0.137599
151627,SOCIAL,RL,0.222344,0.064542
151728,SOCIAL,RL,0.511950,0.192350
153833,SOCIAL,RL,0.492821,0.152487
154734,SOCIAL,RL,0.193033,0.052174
154835,SOCIAL,RL,0.402874,0.076144
154936,SOCIAL,RL,0.849665,0.093019
155231,SOCIAL,RL,0.320357,0.051142
156233,SOCIAL,RL,1.005870,0.098589
156637,SOCIAL,RL,0.588858,0.171690
157437,SOCIAL,RL,0.671216,0.074533
158136,SOCIAL,RL,0.273522,0.084964
159138,SOCIAL,RL,0.217733,0.076371
159239,SOCIAL,RL,0.207996,0.073819
159340,SOCIAL,RL,0.193128,0.113957
159441,SOCIAL,RL,0.524285,0.096768
160830,SOCIAL,RL,1.347940,0.105433
161630,SOCIAL,RL,0.175496,0.096328
162228,SOCIAL,RL,0.286482,0.064990
162733,SOCIAL,RL,0.248605,0.130249
163331,SOCIAL,RL,0.508344,0.166509
163432,SOCIAL,RL,0.314004,0.088794
164030,SOCIAL,RL,0.167637,0.041475
164131,SOCIAL,RL,0.329412,0.100122
164939,SOCIAL,RL,0.987610,0.092625
167036,SOCIAL,RL,1.045100,0.060191
167743,SOCIAL,RL,0.439418,0.156527
168139,SOCIAL,RL,0.300640,0.092971
168341,SOCIAL,RL,0.716739,0.085401
169444,SOCIAL,RL,0.254381,0.057878
170934,SOCIAL,RL,0.600010,0.061450
172029,SOCIAL,RL,0.462578,0.110829
172332,SOCIAL,RL,0.547236,0.082118
172534,SOCIAL,RL,0.170034,0.055161
172938,SOCIAL,RL,0.445851,0.093783
173435,SOCIAL,RL,0.207653,0.044596
173940,SOCIAL,RL,0.153710,0.054156
176542,SOCIAL,RL,0.246826,0.039758
177645,SOCIAL,RL,0.228260,0.055375
178142,SOCIAL,RL,0.116044,0.054299
178849,SOCIAL,RL,0.185076,0.042675
178950,SOCIAL,RL,0.156242,0.051960
180129,SOCIAL,RL,0.875039,0.122488
180432,SOCIAL,RL,0.345662,0.056599
181232,SOCIAL,RL,0.249018,0.056199
182739,SOCIAL,RL,0.391620,0.072250
185442,SOCIAL,RL,0.129092,0.054638
186141,SOCIAL,RL,0.343361,0.100096
187143,SOCIAL,RL,0.182768,0.090377
189349,SOCIAL,RL,0.145368,0.046476
189450,SOCIAL,RL,0.649068,0.104303
190031,SOCIAL,RL,0.125900,0.073512
191033,SOCIAL,RL,0.184731,0.060234
192540,SOCIAL,RL,0.473548,0.054131
195041,SOCIAL,RL,0.135656,0.084698
196750,SOCIAL,RL,0.487508,0.107733
197550,SOCIAL,RL,0.108040,0.127421
198451,SOCIAL,RL,0.408411,0.061930
198855,SOCIAL,RL,1.706040,0.057538
199655,SOCIAL,RL,0.234062,0.054738
199958,SOCIAL,RL,0.185004,0.096845
200614,SOCIAL,RL,0.156017,0.108634
201818,SOCIAL,RL,0.304860,0.056728
203418,SOCIAL,RL,0.228015,0.051923
204016,SOCIAL,RL,0.337340,0.106612
208226,SOCIAL,RL,0.616390,0.070386
210011,SOCIAL,RL,0.475405,0.041292
212217,SOCIAL,RL,1.160030,0.177112
212318,SOCIAL,RL,0.184259,0.131202
214423,SOCIAL,RL,0.138706,0.073539
231928,SOCIAL,RL,0.950193,0.078679
239944,SOCIAL,RL,0.770507,0.060043
245333,SOCIAL,RL,0.906742,0.061319
285446,SOCIAL,RL,0.300830,0.053915
290136,SOCIAL,RL,0.315414,0.110524
304020,SOCIAL,RL,0.273621,0.103572
308331,SOCIAL,RL,0.465520,0.109860
310621,SOCIAL,RL,0.117690,0.074532
316633,SOCIAL,RL,0.468615,0.059222
361941,SOCIAL,RL,0.764257,0.059437
397760,SOCIAL,RL,0.224465,0.092278
414229,SOCIAL,RL,0.076712,0.060959
465852,SOCIAL,RL,0.448949,0.128353
480141,SOCIAL,RL,0.129551,0.062102
486759,SOCIAL,RL,0.128140,0.054341
547046,SOCIAL,RL,0.854891,0.055612
552544,SOCIAL,RL,0.150981,0.058481
592455,SOCIAL,RL,0.449567,0.164212
622236,SOCIAL,RL,0.215472,0.061661
679568,SOCIAL,RL,0.315085,0.041341
715041,SOCIAL,RL,0.177094,0.083560
749361,SOCIAL,RL,0.409627,0.122006
753251,SOCIAL,RL,1.289390,0.111288
771354,SOCIAL,RL,0.156645,0.073129
782561,SOCIAL,RL,0.162274,0.046389
837560,SOCIAL,RL,0.070016,0.043987
845458,SOCIAL,RL,0.177945,0.092609
849971,SOCIAL,RL,0.178603,0.082713
871964,SOCIAL,RL,0.229319,0.087003
100307,WM,RL,0.168727,0.063250
100408,WM,RL,0.709705,0.104079
101006,WM,RL,0.296912,0.074554
101107,WM,RL,6.116060,0.084724
101309,WM,RL,0.570875,0.047655
101410,WM,RL,1.222030,0.102882
101915,WM,RL,0.465374,0.072092
102008,WM,RL,0.412650,0.068094
102311,WM,RL,0.822216,0.072702
102816,WM,RL,1.539200,0.088375
103111,WM,RL,0.571465,0.090526
103515,WM,RL,1.637210,0.133509
103818,WM,RL,0.417197,0.085841
105014,WM,RL,0.337101,0.075052
105115,WM,RL,0.349534,0.074227
105216,WM,RL,0.759047,0.067958
106016,WM,RL,0.934569,0.114883
106521,WM,RL,0.608531,0.078186
107321,WM,RL,0.555119,0.091094
107422,WM,RL,0.171442,0.068253
108121,WM,RL,0.527456,0.174948
108323,WM,RL,0.437815,0.045154
108525,WM,RL,0.242573,0.062176
108828,WM,RL,1.045570,0.068309
109123,WM,RL,0.591004,0.096240
109325,WM,RL,0.203136,0.130197
110411,WM,RL,0.568303,0.049407
111312,WM,RL,0.380765,0.078548
111413,WM,RL,0.368620,0.073971
111716,WM,RL,1.577960,0.090146
113215,WM,RL,0.335847,0.061576
113922,WM,RL,0.720433,0.078435
114419,WM,RL,0.340629,0.084239
114924,WM,RL,1.250150,0.130806
115320,WM,RL,0.304503,0.102034
116524,WM,RL,0.350743,0.111870
117122,WM,RL,0.427814,0.081108
117324,WM,RL,0.414569,0.062434
118528,WM,RL,0.197807,0.068282
118730,WM,RL,0.573711,0.102779
118932,WM,RL,0.572749,0.106651
119833,WM,RL,0.552958,0.132540
120212,WM,RL,0.946662,0.101309
120515,WM,RL,0.220401,0.105236
121618,WM,RL,0.449851,0.055824
122317,WM,RL,0.400089,0.052500
122620,WM,RL,0.292334,0.056352
123117,WM,RL,0.530293,0.160310
123420,WM,RL,0.552011,0.127338
123925,WM,RL,2.053020,0.107383
124220,WM,RL,0.849357,0.204640
125525,WM,RL,0.618417,0.084063
126325,WM,RL,0.841523,0.123247
126628,WM,RL,0.221396,0.105615
127630,WM,RL,0.194954,0.097331
127933,WM,RL,0.348000,0.051071
128127,WM,RL,0.932997,0.071182
128632,WM,RL,0.544714,0.066240
129028,WM,RL,0.190141,0.071760
130013,WM,RL,0.321709,0.091641
130316,WM,RL,0.435487,0.110637
131217,WM,RL,0.856187,0.074073
131722,WM,RL,0.897923,0.097180
133019,WM,RL,0.145027,0.098213
133827,WM,RL,0.311440,0.064209
133928,WM,RL,0.330796,0.054625
134324,WM,RL,1.332650,0.089963
135225,WM,RL,0.622696,0.075647
135528,WM,RL,0.317686,0.067946
136227,WM,RL,0.299422,0.058140
136833,WM,RL,0.306450,0.099606
137027,WM,RL,0.776831,0.053391
138534,WM,RL,0.257349,0.079538
139233,WM,RL,0.403446,0.127807
139637,WM,RL,0.857291,0.060396
140925,WM,RL,0.299021,0.147560
144832,WM,RL,0.914142,0.097140
146432,WM,RL,0.197409,0.095196
147030,WM,RL,0.491757,0.249038
147737,WM,RL,0.195609,0.080661
148335,WM,RL,0.904469,0.182662
148840,WM,RL,0.414478,0.053813
148941,WM,RL,0.536934,0.052214
149741,WM,RL,1.103340,0.116877
150423,WM,RL,0.354235,0.049375
150726,WM,RL,0.175580,0.090428
151223,WM,RL,0.350092,0.154426
151526,WM,RL,1.362110,0.136510
151627,WM,RL,0.548934,0.075128
151728,WM,RL,1.404670,0.286802
153833,WM,RL,0.633205,0.177125
154734,WM,RL,0.475720,0.059362
154835,WM,RL,0.784972,0.084504
154936,WM,RL,0.357277,0.092415
155231,WM,RL,0.279762,0.064902
156233,WM,RL,1.799250,0.127380
156637,WM,RL,0.698170,0.131096
157437,WM,RL,0.784194,0.094463
158136,WM,RL,0.353614,0.096293
159138,WM,RL,0.325810,0.118204
159239,WM,RL,0.194951,0.077244
159340,WM,RL,0.195644,0.138309
159441,WM,RL,1.209250,0.124745
160830,WM,RL,1.587490,0.108643
161630,WM,RL,0.341569,0.116698
162228,WM,RL,0.245623,0.065612
162733,WM,RL,0.428189,0.135092
163331,WM,RL,0.215874,0.172607
163432,WM,RL,0.460722,0.077520
164030,WM,RL,0.246815,0.042322
164131,WM,RL,0.887450,0.106217
164939,WM,RL,2.060940,0.118379
167036,WM,RL,0.546621,0.058983
167743,WM,RL,0.918572,0.119274
168139,WM,RL,0.313212,0.093903
168341,WM,RL,0.382246,0.060877
169444,WM,RL,0.302437,0.079695
170934,WM,RL,0.225689,0.082409
172029,WM,RL,0.260251,0.071972
172332,WM,RL,0.383503,0.088730
172534,WM,RL,0.524907,0.048792
172938,WM,RL,0.525424,0.105813
173435,WM,RL,0.260816,0.056284
173940,WM,RL,1.089400,0.072499
176542,WM,RL,0.354561,0.043575
177645,WM,RL,0.588899,0.055748
178142,WM,RL,0.288874,0.063165
178849,WM,RL,0.417893,0.065483
178950,WM,RL,0.190391,0.081487
180129,WM,RL,1.422240,0.154631
180432,WM,RL,0.644429,0.067041
181232,WM,RL,1.376150,0.103602
182739,WM,RL,0.649687,0.087997
185442,WM,RL,0.072413,0.065217
186141,WM,RL,0.351931,0.075434
187143,WM,RL,0.126720,0.091383
189349,WM,RL,0.491759,0.046165
189450,WM,RL,0.426361,0.081802
190031,WM,RL,0.245908,0.079525
191033,WM,RL,0.342740,0.069524
192540,WM,RL,0.307358,0.064140
195041,WM,RL,0.115222,0.085791
196750,WM,RL,0.783434,0.105740
197550,WM,RL,0.575062,0.084748
198451,WM,RL,1.776190,0.066652
198855,WM,RL,3.551860,0.121931
199655,WM,RL,0.296793,0.066236
199958,WM,RL,1.472160,0.075761
200614,WM,RL,0.216982,0.118470
201818,WM,RL,0.188426,0.049328
203418,WM,RL,0.316024,0.078311
204016,WM,RL,0.952083,0.104753
208226,WM,RL,0.604996,0.087865
210011,WM,RL,0.746519,0.040090
212217,WM,RL,1.666630,0.178792
212318,WM,RL,0.372755,0.128203
214423,WM,RL,0.320258,0.050585
231928,WM,RL,1.083510,0.106045
239944,WM,RL,0.716465,0.054967
245333,WM,RL,0.429429,0.073089
285446,WM,RL,0.298178,0.053401
290136,WM,RL,0.425576,0.066798
304020,WM,RL,0.398176,0.129798
308331,WM,RL,0.536771,0.079774
310621,WM,RL,0.389607,0.112855
316633,WM,RL,0.495961,0.052348
361941,WM,RL,0.625093,0.055177
397760,WM,RL,0.353612,0.101595
414229,WM,RL,0.291099,0.059293
465852,WM,RL,0.895393,0.131914
480141,WM,RL,0.389186,0.051778
486759,WM,RL,0.234821,0.079262
547046,WM,RL,0.496325,0.067579
552544,WM,RL,0.668289,0.037714
592455,WM,RL,0.539012,0.129791
622236,WM,RL,0.345583,0.076896
679568,WM,RL,0.689084,0.040215
715041,WM,RL,0.485975,0.072965
749361,WM,RL,0.398863,0.051000
753251,WM,RL,0.890963,0.087418
771354,WM,RL,0.208607,0.063150
782561,WM,RL,0.389795,0.076342
837560,WM,RL,0.087856,0.046689
845458,WM,RL,0.338955,0.091456
849971,WM,RL,0.474130,0.059546
871964,WM,RL,0.417851,0.050208
100307,GAMBLING,RL,0.119724,0.059223
100408,GAMBLING,RL,1.031720,0.097887
101006,GAMBLING,RL,0.238464,0.072513
101107,GAMBLING,RL,0.188652,0.062417
101309,GAMBLING,RL,0.264259,0.050647
101410,GAMBLING,RL,0.229704,0.101879
101915,GAMBLING,RL,0.300416,0.065772
102008,GAMBLING,RL,0.235328,0.089141
102311,GAMBLING,RL,0.415825,0.059101
102816,GAMBLING,RL,0.351399,0.089756
103111,GAMBLING,RL,0.359174,0.087021
103515,GAMBLING,RL,0.256812,0.132389
103818,GAMBLING,RL,0.201638,0.082061
105014,GAMBLING,RL,0.225398,0.086115
105115,GAMBLING,RL,0.164044,0.063211
105216,GAMBLING,RL,0.298540,0.056784
106016,GAMBLING,RL,0.340366,0.102161
106521,GAMBLING,RL,0.449258,0.071878
107321,GAMBLING,RL,0.866120,0.077757
107422,GAMBLING,RL,0.170947,0.068394
108121,GAMBLING,RL,0.522729,0.185442
108323,GAMBLING,RL,0.409928,0.043001
108525,GAMBLING,RL,0.588069,0.074691
108828,GAMBLING,RL,0.193621,0.092291
109123,GAMBLING,RL,0.153737,0.104265
109325,GAMBLING,RL,0.216342,0.120699
110411,GAMBLING,RL,0.335280,0.042152
111312,GAMBLING,RL,0.327764,0.077325
111413,GAMBLING,RL,0.348923,0.081519
111716,GAMBLING,RL,2.203670,0.085152
113215,GAMBLING,RL,0.121460,0.063912
113922,GAMBLING,RL,0.346579,0.071278
114419,GAMBLING,RL,0.275925,0.073651
114924,GAMBLING,RL,0.249500,0.109920
115320,GAMBLING,RL,0.183455,0.118909
116524,GAMBLING,RL,0.338439,0.122793
117122,GAMBLING,RL,0.259646,0.081355
117324,GAMBLING,RL,0.671461,0.076940
118528,GAMBLING,RL,0.093294,0.054236
118730,GAMBLING,RL,0.155430,0.112158
118932,GAMBLING,RL,0.269674,0.090457
119833,GAMBLING,RL,0.353058,0.131611
120212,GAMBLING,RL,0.424447,0.095459
120515,GAMBLING,RL,0.237986,0.097244
121618,GAMBLING,RL,0.312289,0.048642
122317,GAMBLING,RL,0.384076,0.048571
122620,GAMBLING,RL,0.323044,0.061154
123117,GAMBLING,RL,0.601344,0.140214
123420,GAMBLING,RL,0.253306,0.142049
123925,GAMBLING,RL,0.211291,0.124694
124220,GAMBLING,RL,0.698021,0.147998
125525,GAMBLING,RL,0.123699,0.091002
126325,GAMBLING,RL,0.612311,0.114212
126628,GAMBLING,RL,0.283622,0.123486
127630,GAMBLING,RL,0.295251,0.102878
127933,GAMBLING,RL,0.239464,0.053543
128127,GAMBLING,RL,0.784980,0.057427
128632,GAMBLING,RL,0.120262,0.064116
129028,GAMBLING,RL,0.119077,0.072619
130013,GAMBLING,RL,0.235022,0.080258
130316,GAMBLING,RL,0.493955,0.111864
131217,GAMBLING,RL,0.436808,0.087333
131722,GAMBLING,RL,0.440058,0.078115
133019,GAMBLING,RL,0.187762,0.077571
133827,GAMBLING,RL,0.235657,0.059866
133928,GAMBLING,RL,0.230521,0.052845
134324,GAMBLING,RL,0.343334,0.072946
135225,GAMBLING,RL,0.314343,0.116095
135528,GAMBLING,RL,0.149352,0.060999
136227,GAMBLING,RL,0.378076,0.065089
136833,GAMBLING,RL,0.311994,0.099753
137027,GAMBLING,RL,0.140190,0.058030
138534,GAMBLING,RL,0.140670,0.081194
139233,GAMBLING,RL,0.178270,0.152684
139637,GAMBLING,RL,0.284777,0.072694
140925,GAMBLING,RL,0.212666,0.135183
144832,GAMBLING,RL,0.473534,0.073576
146432,GAMBLING,RL,0.141016,0.082810
147030,GAMBLING,RL,0.299566,0.228688
147737,GAMBLING,RL,0.308107,0.062828
148335,GAMBLING,RL,0.312008,0.103681
148840,GAMBLING,RL,0.372694,0.051404
148941,GAMBLING,RL,0.544111,0.047463
149741,GAMBLING,RL,1.852200,0.123693
150423,GAMBLING,RL,0.156318,0.038178
150726,GAMBLING,RL,0.145094,0.090430
151223,GAMBLING,RL,0.378473,0.140945
151526,GAMBLING,RL,0.511213,0.106609
151627,GAMBLING,RL,0.478913,0.068740
151728,GAMBLING,RL,0.386585,0.168597
153833,GAMBLING,RL,0.548190,0.169529
154734,GAMBLING,RL,0.291372,0.056348
154835,GAMBLING,RL,0.329074,0.091354
154936,GAMBLING,RL,0.602683,0.090779
155231,GAMBLING,RL,0.201927,0.063126
156233,GAMBLING,RL,2.553570,0.428820
156637,GAMBLING,RL,0.517581,0.161668
157437,GAMBLING,RL,0.317392,0.123442
158136,GAMBLING,RL,0.305380,0.080476
159138,GAMBLING,RL,0.275345,0.106724
159239,GAMBLING,RL,0.167190,0.066484
159340,GAMBLING,RL,0.316023,0.163796
159441,GAMBLING,RL,1.596090,0.088935
160830,GAMBLING,RL,1.494910,0.070673
161630,GAMBLING,RL,0.205913,0.125397
162228,GAMBLING,RL,0.115376,0.059124
162733,GAMBLING,RL,0.243903,0.088685
163331,GAMBLING,RL,0.311204,0.187354
163432,GAMBLING,RL,0.250257,0.071504
164030,GAMBLING,RL,0.170523,0.049581
164131,GAMBLING,RL,0.372974,0.099795
164939,GAMBLING,RL,0.115384,0.080911
167036,GAMBLING,RL,0.761217,0.058707
167743,GAMBLING,RL,0.187764,0.146951
168139,GAMBLING,RL,0.359296,0.081510
168341,GAMBLING,RL,0.334457,0.065110
169444,GAMBLING,RL,0.131511,0.067843
170934,GAMBLING,RL,0.145531,0.090497
172029,GAMBLING,RL,0.242290,0.073941
172332,GAMBLING,RL,0.404583,0.083675
172534,GAMBLING,RL,0.515701,0.050098
172938,GAMBLING,RL,0.144978,0.091525
173435,GAMBLING,RL,0.134884,0.052307
173940,GAMBLING,RL,0.165612,0.059649
176542,GAMBLING,RL,0.163495,0.055928
177645,GAMBLING,RL,0.216415,0.051129
178142,GAMBLING,RL,0.199761,0.067165
178849,GAMBLING,RL,0.201323,0.068326
178950,GAMBLING,RL,0.151440,0.099646
180129,GAMBLING,RL,2.234300,0.187293
180432,GAMBLING,RL,0.249935,0.056956
181232,GAMBLING,RL,0.759800,0.057543
182739,GAMBLING,RL,0.270550,0.081495
185442,GAMBLING,RL,0.174298,0.061639
186141,GAMBLING,RL,0.168070,0.074067
187143,GAMBLING,RL,0.120471,0.105804
189349,GAMBLING,RL,0.241897,0.052596
189450,GAMBLING,RL,0.413790,0.095491
190031,GAMBLING,RL,0.147665,0.088451
191033,GAMBLING,RL,0.119072,0.058845
192540,GAMBLING,RL,0.319529,0.055875
195041,GAMBLING,RL,0.100505,0.084247
196750,GAMBLING,RL,0.374556,0.095893
197550,GAMBLING,RL,0.182825,0.075296
198451,GAMBLING,RL,0.390661,0.058675
198855,GAMBLING,RL,0.139756,0.063132
199655,GAMBLING,RL,0.101465,0.069514
199958,GAMBLING,RL,0.195821,0.085284
200614,GAMBLING,RL,0.122021,0.113719
201818,GAMBLING,RL,0.153580,0.047577
203418,GAMBLING,RL,0.184462,0.076289
204016,GAMBLING,RL,0.702853,0.077172
208226,GAMBLING,RL,0.893014,0.078733
210011,GAMBLING,RL,0.227118,0.039340
212217,GAMBLING,RL,0.239339,0.179968
212318,GAMBLING,RL,0.267843,0.147461
214423,GAMBLING,RL,0.248634,0.055624
231928,GAMBLING,RL,0.297058,0.084601
239944,GAMBLING,RL,0.498866,0.059765
245333,GAMBLING,RL,0.496645,0.070827
285446,GAMBLING,RL,0.186518,0.047585
290136,GAMBLING,RL,0.243998,0.059615
304020,GAMBLING,RL,0.202841,0.100993
308331,GAMBLING,RL,0.398932,0.089619
310621,GAMBLING,RL,0.490158,0.097657
316633,GAMBLING,RL,0.418252,0.052621
361941,GAMBLING,RL,0.284692,0.067305
397760,GAMBLING,RL,0.116016,0.108221
414229,GAMBLING,RL,0.184573,0.054470
465852,GAMBLING,RL,0.462519,0.117436
480141,GAMBLING,RL,0.179799,0.058648
